"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"Model 1: treatment + topicInvolvement + articleInterest + articleRecommend + articleSurprise",0,0,-275.316067251766,15.2509002261031,10.6302592374458,1.49670171227267,550.632134503533,30.5018004522061
"Model 0: treatment",-5.74328629686901,4.9651785754267,-281.059353548635,14.7705161721645,6.12827796683708,1.25193654288133,562.118707097271,29.5410323443289
