"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"Model 1: treatment + article + topicInolvement + preAttitude",0,0,-743.189757483064,26.672017286517,239.236194037743,10.7081562580236,1486.37951496613,53.344034573034
"Model 0: treatment + article",-4.22769275977861,4.0135185356272,-747.417450242843,26.2754568466767,245.469376815595,11.1227002219568,1494.83490048569,52.5509136933533
