"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"Model 1: treatment + article + topicInolvement + preAttitude",0,0,-1071.66513105058,23.5560040638798,256.832932387881,9.0603437380334,2143.33026210116,47.1120081277595
"Model 0: treatment + article",-0.0338389641026193,2.13522752694764,-1071.69897001468,23.3169054542342,257.226131538726,9.09046376651608,2143.39794002937,46.6338109084684
