"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"Model 1: treatment + topicInvolvement + articleInterest + articleRecommend + articleSurprise",0,0,-198.950383635001,18.726655267293,11.7736278853779,2.32741431550243,397.900767270003,37.4533105345859
"Model 0: treatment",-1.586735488408,3.51082394542543,-200.53711912341,18.1358000928076,7.23265535703049,1.77954367630651,401.07423824682,36.2716001856152
